"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
NA,"GUADALUPE FUR SEAL","MEXICO",2021,7,6,"GILLNET FISHERY","MARIN","CA","DEAD","IMPRESSIONS IN FUR AROUND THE LEFT SIDE OF THE SKULL THAT ALIGN WITH LINEAR OPENINGS IN THE DEGRADED TISSUE OF THE RIGHT SIDE OF THE HEAD. NECROTIC AND GELATINOUS TISSUE UNDER ONE IMPRESSION IN THE NECK/SHOULDER AREA. CARCASS WITH OPENINGS AROUND THE HEAD AND NECK THAT ARE NOT TYPICALLY STARTING POINTS FOR SCAVENGING. LINEAR CUTS AND IMPRESSIONS IN THE FUR AROUND THE HEAD AND NECK SUGGEST PREVIOUS ENTANGLEMENT IN NETTING, WHICH WAS NO LONGER PRESENT.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,1,8,"UNIDENTIFIED FISHERY INTERACTION","PACIFIC","WA","DEAD","NARRATIVE NOTES SHATTERED SKULL AND HEMOTOMA BETWEEN THE EYES DUE TO BLUNT FORCE TRAUMA ATTRIBUTED TO A FISHERY INTERACTION.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,1,19,"UNIDENTIFIED NET FISHERY","SAN JUAN","WA","SI","MALNOURISHED ANIMAL ENTANGLED IN MULTIFILAMENT NET AROUND NECK CAPTURED AND TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P7B",0,"Y","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,2,16,"MARINE DEBRIS","LOS ANGELES","CA","SI","LETHARGIC MALNOURISHED ANIMAL WITH PLASTIC IN MOUTH. NO OTHER DETAILS.","SI","P1",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,4,11,"OIL / TAR","ORANGE","CA","SI","LETHARGIC AND EMACIATED ANIMAL PRESENTED WITH A STRONG ODOR OF OIL  OR TAR. TAKEN TO REHAB FOR TREATEMENT. NO DETAILS ON OUTCOME.","SI","P1",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,4,27,"UNIDENTIFIED NET FISHERY","SANTA BARBARA","CA","SI","GFS PUP WITH BLUE NETTING AROUND NECK WITH LACERATION AND INFECTION. ANIMAL TAKEN TO REHAB FACILITY FOR TREATMENT.","NSI","P7B",0,"Y","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,4,29,"GILLNET FISHERY","SAN DIEGO","CA","SI","GILLNET AROUND NECK AND THROUGH MOUTH. FISHING VESSEL CREW CAPTURED ANIMAL AND CUT GEAR FREE AND RELEASED ANIMAL.","NSI","P7B",0,"Y","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,5,20,"MARINE DEBRIS","SANTA CRUZ","CA","SI","EMACIATED ANIMAL WITH DEEP CUTS OVER SHOULDERS DUE TO ENTANGLEMENT IN UNIDENTIFIED MATERIAL. NO RESCUE EFFORT.","SI","P8A",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,5,23,"MARINE DEBRIS","ORANGE","CA","DEAD","PLASTIC FOUND IN STOMACH OF EMACIATED DEAD ANIMAL.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,6,14,"UNIDENTIFIED FISHERY INTERACTION","GRAYS HARBOR","WA","DEAD","BASED ON THE ROPE FRAGMENT FOUND IN STOMACH AND THE BROKEN JAW AND TRAUMA PROBABLE FISHERY ENTANGLEMENT AND GEAR INGESTION LIKELY RELEASED ALIVE WITH LIFE THREATENING INJURIES. HISTOPATHOLOGY SUPPORTS TRAUMA AND INFECTION.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,6,25,"UNIDENTIFIED FISHERY INTERACTION","SAN LUIS OBISPO","CA","SI","EMACIATED YEARLING HAD BLUE/RED ROPE NETTING WITH BARNACLES WRAPPED AROUND NECK/SHOULDERS. UNAUTHORIZED PICKUP - ANIMAL WAS PICKED OUT OF THE WATER BY MEMBERS OF THE PUBLIC AND BROUGHT TO SHORE ON THEIR BOAT. NO FURTHER DETAILS.","SI","P1",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,6,28,"UNIDENTIFIED NET FISHERY","ORANGE","CA","SI","LIFEGUARDS CAPTURED ANIMAL FROM PATROL BOAT AND DISENTANGLED ANIMAL FROM UNIDENTIFIED NETTING. NO OTHER DETAILS.","NSI","P7B",0,"Y","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,7,20,"UNIDENTIFIED NET FISHERY","GRAYS HARBOR","WA","DEAD","CARCASS WITH GREEN POLYFILAMENT NET AROUND NECK.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,7,21,"MARINE DEBRIS","LINCOLN","OR","SI","LIVE FUR SEAL PRESENTED ON THE BEACH ENTANGLED IN WHITE COLORED TWINE WRAPPED TIGHTLY AROUND THE NECK AND SHOULDER AREAS. LIGATURE WOUNDS TO THE NECK AND RIGHT SHOULDER AREAS WERE OBSERVED, INCLUDING DEEP LACERATIONS. THE SEAL WAS ALSO EMACIATED. IT WAS TRANSPORTED TO THE OREGON COAST AQUARIUM FOR REHABILITATION.","NSI","P7B",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,8,8,"UNIDENTIFIED NET FISHERY","PACIFIC","WA","DEAD","MODERATE DECOMPOSITION YEARLING ENTANGLED IN GREEN NET; MAY BE THE SAME ANIMAL AS WDFW2022-084, BUT COULD NOT BE CONFIRMED; ENTANGLED IN DERELICT NETTING AROUND NECK, BUT NOT STRANGLING; LEFT EYE APPEARED TO BE PUNCTURED; INTERNAL BRUISING IN NECK AND SHOULDER AREA AND AROUND RIBS AND PELVIC AREA; THERE WAS A MODERATE AMOUNT OF BLOOD IN THE ABDOMEN, LESS IN THE THORAX; INTERNAL ORGANS WERE BEAUTIFUL; HISTOPATHOLOGY REPORTED EMACIATION BUT NO UNDERLYING DISEASE PROCESSES.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,11,19,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","DEAD","HOOKED IN MOUTH (LOWER JAW) BY 18/0 OFFSET FLAT CIRCLE HOOK (4.8MM DIAMETER). DISCOVERED DEAD.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2022,11,30,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","SI","HOOKED IN LIP (LOWER RIGHT-SIDE TOWARD CREASE) BY 18/0 OFFSET FLAT CIRCLE HOOK (4.9MM DIAMETER). ANIMAL WAS STRUGGLING, AND LINE WAS CUT: HOOK AND 1.47M MONOFILAMENT LEADER LEFT ON ANIMAL.","SI","P6",1,"Y","Y"
NA,"HARBOR PORPOISE","SAN FRANCISCO - RUSSIAN RIVER",2018,4,11,"GILLNET FISHERY","ALAMEDA","CA","DEAD","MANDIBLE HAD BEEN ENTANGLED BY AN UNKNOWN OBJECT. THE OBJECT WAS ABSENT AT THE TIME OF EXAMINATION, BUT THE ENTANGLEMENT CAUSED SEVERE DAMAGE, INCLUDING THE LOSS OF SEVERAL TEETH AND A FRACTURE OF THE RIGHT HEMI MANDIBLE.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2018,5,14,"GILLNET FISHERY","CLATSOP","OR","DEAD","THE PORPOISE HAD GOOD EXTERNAL BODY CONDITION AND HAD NUMEROUS MARKS ON BODY SUGGESTING FISHERY INTERACTION AND HEMORRHAGING ON BODY. FOAM IN LUNGS.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2018,7,24,"GILLNET FISHERY","CLATSOP","OR","DEAD","DEEP GASHES AND PUNCTURE WOUNDS. ANIMAL HAD ROPE MARKS AND CUTS ON TAIL STOCK AND HEMORRHAGE FROM HEAD TO ABDOMEN ON RIGHT SIDE.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2018,8,6,"GILLNET FISHERY","PACIFIC","WA","DEAD","TAIL STOCK CUT OFF; HEMORRHAGE THROUGHOUT ANIMAL OTHERWISE THE PORPOISE HAD GOOD BODY CONDITION.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2018,10,21,"GILLNET FISHERY","KITSAP","WA","DEAD","EVIDENCE OF FISHERY ENTANGLEMENT. 15CM LACERATION PENETRATES FULL BLUBBER AND GOES INTO MUSCLE AND CAN FEEL RIBS BROKEN. MULTIPLE IMPRESSIONS AND LACERATION ACROSS ROSTRUM AND LOWER JAW; CRISS-CROSSES TO OTHER SIDE; ABRASIONS ON SNOUT; ~2CM SMALL CHUNK OUT OF THE LEFT FORE FLIPPER, LACERATION; IMPRESSIONS AROUND RIGHT FORE FLIPPER; IMPRESSION ON LEADING EDGE OF DORSAL FIN. EVIDENCE OF FISHERY ENTANGLEMENT: SEVERAL IMPRESSIONS AND LACERATIONS ON FIN, FLIPPERS, ROSTRUM, FLUKE. 15CM LACERATION ON RIGHT BODY CONSISTENT WITH SLICING.  ALL COMMERCIAL FISHING CLOSED IN THE AREA AROUND THE TIME OF STRANDING. HOWEVER, THERE WAS TRIBAL FISHING IN THE AREA DURING THAT TIME (7 DAYS/WEEK).","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2018,10,24,"GILLNET FISHERY","KITSAP","WA","DEAD","LINEAR IMPRESSIONS ON DORSAL FIN, ROSTRUM, AND LOWER JAW. ACTIVE FISHING IN AREA. CARCASS CONDITION WAS ROBUST, IMPLYING ACUTE DEATH EVENT.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2019,3,22,"GILLNET FISHERY","PACIFIC","WA","DEAD","LOWER TEETH LOOSE AND MISSING; BLOODY FOAM IN TRACHEA; HEMORRHAGE BELOW TONGUE ON LOWER JAW; LINE MARKS ALONG DORSAL PEDUNCLE; SOME SKIN SCAVENGING ON HEAD AND BODY. EXCELLENT BODY CONDITION OTHERWISE. INJURIES CONSISTENT WITH DROWNING IN GILLNET.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2019,6,26,"VESSEL STRIKE","SAN JUAN","WA","DEAD","NA  DEAD FRESH HARBOR PORPOISE WITH EVIDENCE OF EXTENSIVE INJURY FROM PROP WOUND. MOST SKIN AND BLUBBER MISSING FROM BACK OF SKULL TO DORSAL FIN. LINEAR CUTS PRESENT UNDER LEFT PECTORAL FIN ~13.5CM, DORSO-CAUDAL TO MID THORAX 33CM, THEN CRANIAL ?19.5CM, THEN CAUDAL OF RIGHT DORSAL 19CM, THEN CRANIAL TO RIGHT PECTORAL FIN ~21CM. SCAVENGING ALONG FLUKES AND FACE, LIKELY POST MORTEM. EYES SIGNIFICANT CLEAN-CUT WOUND WRAPPING AROUND UPPER BODY WITH MOST OF SKIN AND BLUBBER MISSING FROM BEHIND THE HEAD TO THE DORSAL FIN. MULTIPLE LESIONS ON LOWER HALF OF BODY, THOUGH MINOR IN COMPARISON. SUSPECTED PROPELLER STRIKE.  DEAD FRESH HARBOR PORPOISE WITH EVIDENCE OF EXTENSIVE INJURY FROM PROP WOUND. MOST SKIN AND BLUBBER MISSING FROM BACK OF SKULL TO DORSAL FIN. LINEAR CUTS PRESENT UNDER LEFT PECTORAL FIN ~13.5CM, DORSO-CAUDAL TO MID THORAX 33CM, THEN CRANIAL ?19.5CM, THEN CAUDAL OF RIGHT DORSAL 19CM, THEN CRANIAL TO RIGHT PECTORAL FIN ~21CM.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2019,7,NA,"GILLNET FISHERY, TRIBAL","NA","WA","DEAD","NORTHWEST INDIAN FISHERIES COMMISSION REPORT","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2019,8,5,"GILLNET FISHERY, TRIBAL","PACIFIC","WA","DEAD","GOOD BODY CONDITION; TREMENDOUS AMOUNT OF WHITE FOAM COMING FROM BLOWHOLE WHEN FIRST STRANDED; TREMENDOUS AMOUNT OF FOAM IN BRONCHI AND LUNGS AT TIME OF NECROPSY; THERE WAS A DEEP GAFF CUT ON HEAD; EYES WERE BLOODY AND AREAS OF TRAUMA ON BODY, INCLUDING RIB MARKS ON LUNGS; MILD AMOUNT OF BLOOD IN THORACIC CAVITY; BROKEN RIBS; SEVERE NEUTROPHILIC PNEUMONIA ON HISTOPATHOLOGY; GASTRIC NEMATODIASIS AND ULCERATION WERE ALSO NOTED, WITH ASSOCIATED PROLIFERATIVE CUTANEOUS LESIONS.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2019,8,15,"GILLNET FISHERY, TRIBAL","PACIFIC","WA","DEAD","ANIMAL HAD GOOD BODY CONDITION; THERE WERE SIGNS OF TRAUMA WHICH INCLUDED NET MARKS, BLOOD IN THE THORACIC CAVITY, AND RIB MARKS ON THE LUNGS.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2019,10,20,"GILLNET FISHERY, TRIBAL","PIERCE","WA","DEAD","LINEAR IMPRESSIONS/ LACERATIONS APPEAR TO HAVE STARTED TO HEALED AREA OF ABRASIONS/ LINEAR IMPRESSION AROUND ROSTRUM AND LOWER LIP, DORSAL FIN AND FLUKES. SEE DRAWINGS FOR SPECIFIC LOCATIONS. JUSTIFICATION: BASED ON THE LINEAR IMPRESSION AROUND ROSTRUM, LOWER JAW DORSAL AND FLUKE. IT CONFIRMS PORPOISE WAS RECENTLY ENTANGLED BUT SUSPECT THE LIKELY RELEASE ALIVE. SUSPECT DIED TO INJURIES AND SUSPECT CAPTURE MYOPATHY 1-3 DAYS LATER.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,8,12,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","A TOTAL OF SIX HARBOR PORPOISE WERE FOUND DEAD WITH EVIDENCE OF GILLNET MORTALITY IN MAKAH BAY OVER 2 DAYS. THREE PORPOISE CAME ASHORE ON 8/12 IN A NET. THE NEXT DAY, THREE MORE PORPOISE STRANDED DEAD WITH CUTS CONSISTENT WITH A GILLNET INTERACTION, CONSIDERED TO BE PART OF SAME EVENT OR FISHERY.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,8,12,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","A TOTAL OF SIX HARBOR PORPOISE WERE FOUND DEAD WITH EVIDENCE OF GILLNET MORTALITY IN MAKAH BAY OVER 2 DAYS. THREE PORPOISE CAME ASHORE ON 8/12 IN A NET. THE NEXT DAY, THREE MORE PORPOISE STRANDED DEAD WITH EVIDENCE OF NET MARKS, CONSIDERED TO BE PART OF SAME EVENT OR FISHERY.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,8,12,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","A TOTAL OF SIX HARBOR PORPOISE WERE FOUND DEAD WITH EVIDENCE OF GILLNET MORTALITY IN MAKAH BAY OVER 2 DAYS. THREE PORPOISE CAME ASHORE ON 8/12 IN A NET. THE NEXT DAY, THREE MORE PORPOISE STRANDED DEAD WITH EVIDENCE OF NET MARKS, CONSIDERED TO BE PART OF SAME EVENT OR FISHERY.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,8,13,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","A TOTAL OF SIX HARBOR PORPOISE WERE FOUND DEAD WITH EVIDENCE OF GILLNET MORTALITY IN MAKAH BAY OVER 2 DAYS. THREE PORPOISE CAME ASHORE ON 8/12 IN A NET. THE NEXT DAY, THREE MORE PORPOISE STRANDED DEAD WITH EVIDENCE OF NET MARKS, CONSIDERED TO BE PART OF SAME EVENT OR FISHERY.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,8,13,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","A TOTAL OF SIX HARBOR PORPOISE WERE FOUND DEAD WITH EVIDENCE OF GILLNET MORTALITY IN MAKAH BAY OVER 2 DAYS. THREE PORPOISE CAME ASHORE ON 8/12 IN A NET. THE NEXT DAY, THREE MORE PORPOISE STRANDED DEAD WITH EVIDENCE OF NET MARKS, CONSIDERED TO BE PART OF SAME EVENT OR FISHERY.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,8,13,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","A TOTAL OF SIX HARBOR PORPOISE WERE FOUND DEAD WITH EVIDENCE OF GILLNET MORTALITY IN MAKAH BAY OVER 2 DAYS. THREE PORPOISE CAME ASHORE ON 8/12 IN A NET. THE NEXT DAY, THREE MORE PORPOISE STRANDED DEAD WITH EVIDENCE OF NET MARKS, CONSIDERED TO BE PART OF SAME EVENT OR FISHERY.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,9,26,"VESSEL STRIKE","WHATCOM","WA","SI","ANIMAL WITH PROPELLER STRIKE INJURIES DESCRIBED AS SEVERE HEAD TRAUMA. EUTHANIZED.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,9,30,"GILLNET FISHERY","KITSAP","WA","DEAD","MULTIPLE DEEP IMPRESSIONS ON BOTH SIDES OF TAIL FLUKE CONSISTENT WITH GILLNET ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2020,10,3,"GILLNET FISHERY","WHATCOM","WA","DEAD","FRESH DEAD ANIMAL ENTANGLED IN NETTING.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2021,5,18,"GILLNET FISHERY","PACIFIC","WA","DEAD","FLUKES CLEANLY CUT OFF. FRESHLY DEAD ANIMAL WITH FISH IN MOUTH.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2021,6,23,"UNIDENTIFIED FISHERY INTERACTION","PACIFIC","WA","DEAD","BLOODY FOAM IN LEFT BRONCHUS; BOTH LUNGS CONGESTED BLOODY, CONGESTED. NEONATE STRANDED WITH EXTENSIVE AREAS OF HEMORRHAGE; ASSUME FISHERY INTERACTION AND ENTANGLEMENT VARIOUS MARKS AND WOUNDS ON EXTERNAL BODY AND EXTENSIVE AREAS OF HEMORRHAGE/TRAUMA, ESPECIALLY AROUND HEAD, ALONG BACK, AND VENTRAL ABDOMEN.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","SAN FRANCISCO - RUSSIAN RIVER",2021,7,3,"VESSEL STRIKE","MARIN","CA","DEAD","NEARLY SEVERED TAIL FLUKES BY WAY OF THREE DEEP SLICES, RESULTING IN DROWNING DUE TO INABILITY TO USE FLUKES. FOAM OOZING OUT OF THE BLOW HOLE AND POOLING IN THE SAND BELOW CARCASS THE PRESENCE OF FOAM IN THE BLOW HOLE AND THE CATASTROPHIC INJURY TO THE PEDUNCLE ARE SUGGESTIVE OF DROWNING AFTER THE DISABLING INJURY.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","NORTHERN OREGON - WASHINGTON COAST",2022,7,7,"GILLNET FISHERY","PACIFIC","WA","DEAD","HEMORRHAGE AND TRAUMA AND NET MARKS IN DORSAL BLUBBER.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","SAN FRANCISCO - RUSSIAN RIVER",2022,8,4,"VESSEL STRIKE","SAN MATEO","CA","DEAD","SERIES OF LINEAR LACERATIONS CONSISTENT WITH VESSEL STRIKE.","DEAD","NA",1,"N","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2022,8,19,"UNIDENTIFIED FISHERY INTERACTION","SAN JUAN","WA","DEAD","EXTERNAL EXAM FOUND FOUR 6CM LONG, DEEP, PARALLEL LINEAR LACERATIONS ON THE VENTRUM ADJACENT TO L PECTORAL FLIPPERS SPANNING OVER 10CM TOTAL ON THE BODY. THERE WAS A 2CM LINEAR LACERATION JUST LEFT OF THE BLOWHOLE-IN CLOSE PROXIMITY TO WHERE FISHING LINE WAS ORIGINALLY FOUND. ABOUT A 6CM DEEP LINEAR LACERATION RUNNING PERPENDICULAR TO THE LEFT OF THE ANUS, LATERAL SIDE OF BODY.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2022,10,15,"UNIDENTIFIED NET FISHERY","KITSAP","WA","DEAD","SIGNS OF FISHERIES ENTANGLEMENT ON ROSTRUM DORSAL FIN AND PEDUNCLE.  IMPRESSION AROUND ROSTRUM THAT WRAPS AROUND HEAD. IMPRESSION ON RIGHT PECTORAL FIN AND NICK ON DORSAL SIDE; SLICE AT TIP OF TRAILING EDGE OF DORSAL FIN, ANOTHER NICK 4 CM BELOW SLICE, SMALL LACERATIONS ON LEADING EDGE OF FLUKES. CONFIRMED FISHERY ENTANGLEMENT BASED ON COMPLETE NECROPSY. ACTIVE COMMERCIAL FISHERY IN AREA BOTH TRIBAL AND ALL FISHERS BOTH GILL NET AND PURSE SEINE.","DEAD","NA",1,"Y","Y"
NA,"HARBOR PORPOISE","WASHINGTON INLAND WATERS",2022,10,31,"UNIDENTIFIED NET FISHERY","KITSAP","WA","DEAD","MULTIPLE FRESH ENTANGLEMENT INJURIES AROUND ROSTRUM AND FLUKE; DORSAL RUBBED HARDER TO VISUALIZE ENTANGLEMENT INJURIES. CONFIRMED FISHERY INTERACTION/ ENTANGLEMENT BASED ON CIRCULINEAR IMPRESSION ON ROSTRUM AND NET IMPRESSIONS ON PECTORAL FINS AND FLUKE. ACTIVE FISHING IN AREA BOTH GILLNET AND SEINE NETS.","DEAD","NA",1,"Y","Y"
NA,"HARBOR SEAL","SOUTHERN PUGET SOUND",2018,2,5,"SHOOTING","PIERCE","WA","DEAD","REPORTED DEAD FLOATING. IN A BAY THAT HAS A HATCHERY UP CREEK FROM WHERE RECOVERED. NO ACTIVE COMMERCIAL FISHING IN AREA. PENETRATING WOUND BEHIND RIGHT ORBITAL, FRACTURING FROM RIGHT ORBITAL TO EAR. FOUND BULLET FRAGMENTS AMONG BONE FRAGMENTS IN MUSCLE AT NECK.  SEAL WAS PREGNANT WITH 2ND TRIMESTER FETUS. TRACKING INJURY THOUGH LEFT SIDE OF SKULL. ENTRANCE INTO EYE AND THEN TRACKED BACK L SIDE SKULL FRACTURING SKULL ALL THE WAY BACK AND BULLET RECOVERED IN NECK MUSCLE WITH ASSOCIATED HEMORRHAGE. HEMORRHAGE INTO BRAIN AND SKULL CAVITY.FOUND BULLET FRAGMENTS AMONG BONE FRAGMENTS.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","OREGON - WASHINGTON COAST",2018,2,7,"SHOOTING","PACIFIC","WA","SI","PENETRATING PUNCTURE ON R SIDE OF BEHIND SKULL TRACKS ALL THE WAY TO EAR WHERE TISSUE IS SWOLLEN. CAN FEEL IT HIT BONE AND ACTUALLY PENTRATES IN SKULL.  LARGE 10X6X3 CM WOUND LACERATION ON SIDE FACE RIGHT AT LOWER JAW, DEEP. MUSCLE JUST BELOW JAW CUT. ABLE TO FEEL CREPITUS UPON PALPATION OF THE SKULL AREA AT TOP OF HEAD ALONG SIDE, POSSIBLY FRACTURED. PUNCTURES TO R PELVIS AREA. NECK AND HEAD SWOLLEN. ANIMAL EUTHANIZED.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2018,2,18,"HARASSMENT","SANTA BARBARA","CA","SI","HUMAN-INDUCED ABANDONMENT. NEONATE (POSSIBLY ABANDONED) WITH PLACENTA AND UMBILICUS ATTACHED. ANIMAL WAS REMOVED FROM BEACH BY PUBLIC AND LATER EUTHANIZED AT FACILITY.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","OREGON - WASHINGTON COAST",2018,2,20,"SHOOTING","GRAYS HARBOR","WA","DEAD","PENETRATING WOUND WITH ASSOCIATED TRACKING HEMORRHAGE FROM BACK OF SKULL INTO SKULL WITH BONE FRACTURES OUT NEAR EYE AND THRU TO NASAL CAVITY WHERE THE BULLET WAS RECOVERED. OBVIOUSLY SIGNIFICANT ENOUGH TO CAUSE THE DEATH OF THE SEAL.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2018,2,25,"HARASSMENT","SAN DIEGO","CA","SI","HUMAN-INDUCED ABANDONMENT. LIFEGUARD PICKED NEONATE OFF OF SOUTH CASA BEACH AND BROUGHT IT TO THE LIFEGUARD TOWER. POSSIBLE ABANDONMENT PRIOR TO RESCUE. SLIGHTLY THIN, BUT BRIGHT, ALERT, AND RESPONSIVE. NO DETAILS ON OUTCOME.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2018,3,20,"CA HALIBUT AND WHITE SEABASS SET GILLNET FISHERY","OFFSHORE","CA","DEAD","OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
NA,"HARBOR SEAL","CALIFORNIA",2018,4,4,"HARASSMENT","SANTA BARBARA","CA","SI","ILLEGALLY REMOVED A PUP FROM BEACH AND BROUGHT TO A REHAB FACILITY.  PUP VERY THIN, NO UMBILICAL CORD. OUTCOME UNKNOWN.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","CALIFORNIA",2018,4,12,"HARASSMENT","SANTA CRUZ","CA","SI","MALNOURISHED ANIMAL DRAGGED OUT OF SURFLINE BY PEOPLE. NO FURTHER DETAILS.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","OREGON - WASHINGTON COAST",2018,4,14,"HARASSMENT","CLATSOP","OR","SI","CITIZEN PICKED UP LANUGO PUP FROM BEACH AND RETURNED IT. PUP WAS VERY ACTIVE FOR 2-3 DAYS, THEN LOST ACTIVITY/WEIGHT. PUP SUBSEQUENTLY DIED.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","OREGON - WASHINGTON COAST",2018,4,14,"HARASSMENT","GRAYS HARBOR","WA","SI","MULTIPLE PEOPLE REPORTED PETTING AND HARASSING A 100% LANUGO PUP WITH A FRESH UMBILCUS. SEAL REPORTED TO HAVE GONE BACK IN THE WATER WITH MOTHER DURING THE NIGHT BUT REPORTED BACK ON THE BEACH NEXT DAY. SEAL WAS MARKED WITH GREEN PAINT. SEAL WAS REPORTED GONE THE FOLLOWING DAY NOT SEEN AGAIN.","SI","P14",1,"N","Y"
NA,"HARBOR SEAL","OREGON - WASHINGTON COAST",2018,4,16,"SHOOTING","TILLAMOOK","OR","DEAD","ANIMAL WITH EXCELLENT BODY CONDITION AND SHATTERED SKULL WAS CLEARLY SHOT IN THE HEAD.","DEAD","NA",1,"N","Y"
NA,"HARBOR SEAL","OREGON - WASHINGTON COAST",2018,4,21,"HARASSMENT","LINCOLN","OR","SI","HARASSMENT. LANUGO COVERING MUCH OF POST-CRANIAL BODY.","SI","P14",1,"N","Y"
