"","Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"310","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,7,3,"DUNGENESS CRAB POT FISHERY (OREGON)","MONTEREY","CA","SI","PHOTOGRAPHS SHOWED CIRCUMFERENTIAL CONSTRICTING INJURY BEHIND BLOW HOLE. ROPES EXTENDED THROUGH THE MOUTH AND RAN TIGHTLY OVER ITS BACK DEFORMING THE LEFT SIDE OF THE HEAD, AND WOUND AROUND ITS RIGHT FLIPPER, TRAILING A TANGLE OF LINES AND PINK BUOYS. FISHERMAN CONFIRMED GEAR WAS SET OFF CAPE MEARES, OREGON IN DECEMBER (OREGON FISHERY). RESCUE RESPONSE EFFORT RESULTED IN THE REMOVAL OF ALL GEAR EXCEPT FOR A SMALL AMOUNT OF EMBEDDED LINE LEFT BEHIND EXPECTED TO BE SHED BY ANIMAL AS IT HEALS. CATEGORIZED AS L3 / NSI BECAUSE OF GEAR REMOVAL AND PROGNOSIS FOR SURVIVAL. FINAL OUTCOME UNKNOWN. PHOTOGRAPHS REVIEWED BY J. CARRETTA.","NSI","L2",0,"Y","N"
"311","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,7,7,"GILLNET FISHERY","CLALLAM","WA","SI (PRORATE)","THE ENTANGLEMENT IS DESCRIBED AS EXTENSIVE AROUND THE BODY WITH BOTH MESH AND LINE. MESH TYPE UNKNOWN. NO DIRECTION OF TRAVEL, WHALE APPEARS STATIONARY, POSSIBLY ANCHORED. AMOUNT AND CONFIGURATION OF GEAR AND FINAL OUTCOME UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"312","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,7,12,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MENDOCINO","CA","SI (PRORATE)","4 ORANGE AND WHITE BULLET BUOYS DESCRIBED AS CRAB BUOYS BEING TRAILED APPROX. 30 FT. BEHIND ANIMAL. AMOUNT AND CONFIGURATION OF GEAR AND FINAL OUTCOME UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"313","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,7,13,"UNIDENTIFIED FISHERY INTERACTION","MENDOCINO","CA","SI (PRORATE)","HUMPBACK TRAILING MULTIPLE BLACK AND WHITE BUOYS, MULTIPLE BODY LENGTHS BEHIND WHALE. AMOUNT AND CONFIGURATION OF GEAR AND FINAL OUTCOME UNKNOWN. BUOY COLORS DIFFER FROM 7/12 SIGHTING IN SAME AREA, NOT A RESIGHT. .","SI (PRORATE)","L10",0.75,"Y","Y"
"314","RECOVERED","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,7,19,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","AT LEAST 2 ORANGE/PINK BUOYS FOULED TRAILING CLOSE BEHIND THE RIGHT SIDE OF THE ANIMAL - ENTANGLEMENT APPEARS TO BE FORWARD OF THE PEDUNCLE.  KELP APPEARS TO BE ALSO WRAPPED UP IN THE ENTANGLEMENT BUT ON THE LEFT SIDE OF THE WHALE. ANIMAL REPORTED TO BE FEEDING AND SWIMMING NORMALLY. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN AND POTENTIAL FOR SERIOUS INJURY EXISTS OVER TIME. . WHALE RESIGHTED IN 2019 GEAR FREE.","NSI","L10",0,"Y","Y"
"315","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,8,10,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MONTEREY","CA","SI (PRORATE)","AT LEAST 2 RED / WHITE BUOYS BEING TRAILED BY WHALE, ABRASIONS ON LEADING EDGE OF FLUKES. CONFIGURATION AND AMOUNT OF GEAR IS UNKNOWN. A TELEMETRY BUOY WAS ATTACHED TO GEAR AND THE WHALE WAS TRACKED TRAVELING TO NEAR THE U.S./MEXICO BORDER BY 8/14 AND THEN WAS LAST DETECTED AGAIN ON 9/4 FAR OFFSHORE OF MONTEREY BAY BEFORE TRANSMISSIONS FAILED. THE WHALE WAS NOT VISUALLY RELOCATED DURING THIS TIME. FINAL OUTCOME UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"316","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,8,26,"UNIDENTIFIED FISHERY INTERACTION","VENTURA","CA","SI (PRORATE)","TRAILING TWO ORANGE TORPEDO BUOYS APPROX. 100 FT. BEHIND ANIMAL WITH GREEN/BLUE LINE/ROPE. GEAR NOT VISIBLE AND CONFIGURATION AND AMOUNT OF GEAR UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"317","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,9,10,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI (PRORATE)","REPORTED BY FREE DIVER. 1/2 INCH YELLOW LINE WRAPPED AROUND BODY IN FRONT OF PECTORAL FLIPPER AND YELLOW/WHITE BUOY ATTACHED SITTING ON THE BACK, 25 FEET OF TRAILING LINE. FULL GEAR CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"318","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,9,14,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","BLUE ROPE BEHIND DORSAL AROUND BODY IN FRONT OF FLUKES, SWIMMING WITH ANOTHER WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"319","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,9,24,"VESSEL STRIKE","CLATSOP","OR","SI (PRORATE)","AN ARTICULATED TUG AND BARGE REPORTING STRIKING A HUMPBACK WHALE OF UNKNOWN SIZE IN THE COLUMBIA RIVER. THE ANIMAL WAS SIGHTED IMMEDIATELY AFTER THE COLLISION AND ROLLED OVER. COLUMBIA RIVER BAR PILOTS FLEW OVER THE AREA WITH THEIR HELICOPTER AND STATED THE WHALE WAS SWIMMING AROUND NORMALLY. NO DATA ON VESSEL SIZE AND SPEED. BASED ON OTHER ARTICULATED TUGBOAT / BARGE SIZES, IT IS ASSUMED THE VESSEL WAS MUCH LARGER THAN THE WHALE (VESSEL SIZE > 65 FT). THIS RECORD IS ASSIGNED AS L7A.","SI (PRORATE)","L7A",0.56,"N","Y"
"320","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,9,25,"DUNGENESS CRAB POT FISHERY (OREGON)","SANTA BARBARA","CA","SI","OREGON DUNGENESS CRAB GEAR (2 SETS OF GEAR WITH 250 FT. OF LINE). ORANGE / RED BUOYS WITH LINE LACERATING INSERTION POINT OF PECTORAL FLIPPER (=CONSTRICTING ENTANGLEMENT).  PHOTOS SHOW AN OPEN WOUND AT BASE OF PECTORAL FLIPPER.  10/31 RESCUE EFFORT RESULTED IN A SIGNIFICANT AMOUNT OF GEAR BEING REMOVED. REMAINING GEAR CONSISTED OF A SINGLE PASS OF GEAR THROUGH THE MOUTH, WHICH WILL PROBABLY BE SHED BY ANIMAL.  NON-SERIOUS INJURY AS A RESULT OF RESCUE EFFORT TO REMOVE CONSTRICTING GEAR. UPDATED INFORMATION MADE AVAILABLE IN 2017 INCLUDED A POSITIVE IDENTIFICATION OF SOURCE FISHERY FROM TRAP TAG AND BUOY NUMBERS. GEAR ORIGINALLY SET JUST NORTH OF CALIFORNIA / OREGON BORDER. FINAL OUTCOME UNKNOWN.","NSI","L2",0,"Y","N"
"321","DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,9,26,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI","WHALE SEEN WITH GREEN 55 GALLON DRUM OR RUBBER DOCK FENDER AND LINE WRAPPED AROUND HEAD, BETWEEN PECTORAL FLIPPERS AND BLOWHOLE. DRUM IS ABOVE WATER WHEN WHALE SURFACES AND LINE WRAPS COMPLETELY AROUND ANIMAL LIKE A BRIDLE. MULTIPLE SIGHTINGS OF WHALE FROM SEPTEMBER TO NOVEMBER. UNDERWATER AND ABOVE-WATER PHOTOS OF WHALE SHOW A VERY EMACIATED ANIMAL. SERIOUS INJURY WITH CONSTRICTING GEAR AND POOR ANIMAL CONDITION. HEALTH DECLINE.   AND .","SI","L2",1,"Y","Y"
"322","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,9,27,"GILLNET FISHERY","VENTURA","CA","SI (PRORATE)","GILLNET WRAPPED AROUND AND COVERING MOST OF TAIL WITH LINE AND NETTING TRAILING 40 FEET BEHIND WHALE ; BLUE (LEAD) AND WHITE (FLOAT) LINES AND NETTING BETWEEN. UNKNOWN GEAR CONFIGURATION OR AMOUNT.","SI (PRORATE)","L10",0.75,"Y","Y"
"323","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,9,29,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","ORANGE","CA","SI (PRORATE)","YELLOW POLY ROPE WRAPPED AROUND CAUDAL PEDUNCLE, 20-30 FEET OF LINE TRAILING, 1 SMALLER WHITE FOAM BUOY CLOSER TO FLUKE; ONE YELLOW/WHILE FLOAT WITH DUNGENSSS CRAB TRAP TAG BUOY TIER 4 CA ON LINE TOWARDS THE END OF THE LINE.  GEAR CONFIGURATION AND AMOUNT UNKNOWN. FINAL OUTCOME UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"324","DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,10,17,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI","CIRCUMFERENTIAL, CONSTRICTING INJURY BEHIND HEAD, MATERIAL NOT IDENTIFIED. ANIMAL APPEARS EMACIATED AND PERHAPS DEFORMED IN REGION OF INJURY. ATTACHED MATERIAL MAY BE LIMITING ABILITY TO FEED. HEALTH DECLINE AND CONSTRICTING NATURE OF INJURY WARRANTS AN L2 SERIOUS INJURY DESIGNATION. , , AND A. HENRY.","SI","L2",1,"Y","Y"
"325","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,10,17,"GILLNET FISHERY","LOS ANGELES","CA","SI","LARGE MASS OF BLUE GILLNET THROUGH MOUTH AND AROUND HEAD AND RIGHT PECTORAL FLIPPER.  NET APPEARS TO PIN PECTORAL FIN TO BODY. ANIMAL BREACHING. NET CUTTING INTO ROSTRUM AND ABRASIONS ON LEADING EDGES OF FLUKES.  CONSTRICTING NATURE OF GILLNET WARRANTS AN L2 SERIOUS INJURY DESIGNATION. ANIMAL WAS RESIGHTED ON 10/31 IN ORANGE COUNTY, STILL ENTANGLED WITH PECTORAL FLIPPER PINNED TO BODY (=CONSTRICTING ENTANGLEMENT). . PHOTO MATCHES ARE CONCLUSIVE. FINAL OUTCOME UNKNOWN.","SI","L2",1,"Y","Y"
"326","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,10,23,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","BLUE / GREEN ROPE WRAPPED AROUND HEAD AND TAILSTOCK OF ANIMAL. ROPE POSSIBLY GOES THROUGH MOUTH. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. FINAL OUTCOME UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"327","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,10,25,"CA LOBSTER TRAP / POT  ENTANGLEMENT","SAN DIEGO","CA","SI","EXCELLENT UNDERWATER VIDEO SHOWS HEALTHY WHALE WITH LINE WRAPPED TIGHTLY AROUND FLUKES. ANIMAL IS TRAILING A POT/TRAP WITH APPROXIMATELY 175 FT OF LINE AND 2 WHITE BUOYS WITH BLACK AND BLUE NUMBERS.  TRAP HAS CEMENT BLOCKS INSIDE.  WHALE DISENTANGLED COMPLETELY AND GEAR RECOVERED (=RESCUE). FISHERY POSITIVELY IDENTIFIED AS CA LOBSTER TRAP.  GEAR WAS SET IN LA JOLLA AREA.  VIDEO REVIEWED BY J. CARRETTA.","NSI","L3",0,"Y","N"
"328","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,11,7,"UNIDENTIFIED FISHERY INTERACTION","SAN DIEGO","CA","SI (PRORATE)","REPORTED AS BLUE LINE AROUND PEDUNCLE AND TRAILING 2 WHITE BUOYS; PHOTOS CONFIRM ENTANGLEMENT, BUT PHOTO QUALITY IS POOR AND GEAR CONFIGURATION AND AMOUNT IS UNKNOWN.  .","SI (PRORATE)","L10",0.75,"Y","Y"
"329","RECOVERED","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2015,11,8,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","NSI","REMNANT OF PREVIOUS ENTANGLEMENT WITH PIECE OF LINE OF UNKNOWN LENGTH ON DORSAL FIN; LINE FRAGMENT? POSSIBLY EMBEDDED IN DORSAL FIN OR ATTACHED ON BARNACLE ANTERIOR TO DORSAL FIN; ANIMAL DOES HAVE INDICATIONS OF PREVIOUS ENTANGLEMENT ON FLUKE (SEE PHOTOS); LINE DESCRIBED AS YELLOW ""NYLON"" - APPEARS TO BE MULTISTRAND TWISTED LINE.  ENTANGLEMENT APPEARS TO BE LOOSE AND DRAPED OVER DORSAL FIN, WHALE LOOKS HEALTHY. . WHALE RESIGHTED IN 2019 GEAR FREE.","NSI","L3",0,"N","N"
"330","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,1,27,"UNIDENTIFIED FISHERY INTERACTION","MARIN","CA","SI (PRORATE)","WHALE SWIMMING SLOWLY, RAISING PECTORAL FINS OUT OF WATER, 41 NMI SW OF PT. REYES. ONE YELLOW FLOAT/BUOY ATTACHED TO ROPE BEING PULLED BY WHALE, POSITION OF FLOAT CLOSE TO THE TAIL FLUKE, REPORTING PARTY BELIEVE CAUGHT ON/IN PECTORAL OR MOUTH. NO MARKINGS ON BUOY OR FOULING. REPORTED BY NOAA VESSEL REUBEN LASKER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"331","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,2,4,"UNIDENTIFIED FISHERY INTERACTION","LOS ANGELES","CA","SI (PRORATE)","SINGLE LINE / ROPE RUNNING BACK FROM ROSTRUM/MOUTH AREA, RUNNING BACK ON LEFT SIDE OF BLOWHOLES AND DOWN LEFT SIDE OF BODY. SWIMMING AND DIVING BUT NOT SEEN FLUKING. NEAR TRUMP GOLF COURSE OFF PALO VERDES, PHOTOS AVAILABLE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"332","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,2,21,"CA SPOT PRAWN TRAP FISHERY","SAN DIEGO","CA","SI (PRORATE)","REPORTED BY USCG 2.5 MI WEST OF SCRIPPS PIER.  2 TO 3 WRAPS OF TWISTED 5/16 INCH NYLON LINE AROUND CAUDAL PEDUNCLE (= MULTIPLE WRAPS). WHALE SOMEWHAT ANCHORED, WAS FLUKING BEFORE, DURING, AND AFTER INTERVENTION. QUICKLY SWAM NORTH AFTER RELEASED FROM GEAR (=RESCUE). TEAM OBSERVED THE ANIMAL FORMING A C SHAPE WITH ITS BODY, SUGGESTING SOMETHING WAS GOING ON WITH THE HEAD.  FISHERY AND GEAR IDENTIFIED BY TAG NUMBER AND INTERVIEW WITH FISHERMAN.  WHALE DISENTANGLEMENT TEAM WAS ABLE TO CUT GROUNDING LINE AND FREE ANIMAL, WHICH IMMEDIATELY PICKED UP SPEED AND SWAM OFF. GEAR HAD BEEN SET NEAR LA JOLLA ON 2/20/2016, THE DAY PRIOR TO THE ENTANGLEMENT, WITH 25 TRAPS OF 8-10 LBS EACH AND 1/2 MILE OF LINE.  NO CONFIRMATION THAT ALL GEAR HAS BEEN REMOVED. FULL CONFIGURATION OF GEAR UNKNOWN BEFORE AND AFTER DISENTANGLEMENT EFFORT. FINAL OUTCOME UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"333","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,3,4,"VESSEL STRIKE","SAN DIEGO","CA","DEAD","WHALE WAS SIGHTED ON 3/4 BY COAST GUARD, THEN 3/5/2016 BY DIVER 9.3 NM WEST OF POINT LOMA. LINEAR SCARS ON LEADING EDGE OF FLUKES AND CAUDAL PEDUNCLE INDICATE THIS WHALE WAS ENTANGLED IN THE PAST, BUT WAS NOT LIKELY THE CAUSE OF DEATH. FRACTURED INTERVERTEBRAL DISK AND SCAPULA WITH ASSOCIATED HEMORRHAGE IN BLUBBER AND MUSCLE INDICATES TRAUMA, POSSIBLY ATTRIBUTED TO A VESSEL STRIKE.","DEAD","NA",1,"N","N"
"334","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,3,4,"CA SPOT PRAWN TRAP FISHERY","ORANGE","CA","SI","GEAR CONFIRMED FROM BUOY NUMBER. GEAR WAS SET SAME DAY AND PHOTOS / VIDEO EXIST OF WHALE SELF-RELEASING FROM GEAR. FISHERMAN CONTACTED, DESCRIBED GEAR AS 12 POTS ON A STRING OF 5/16 INCH LINE, WITH 100 FT OF LINE BETWEEN POTS. SIGHTING INCLUDED  1 BUOY AND UNKNOWN AMOUNT OF LINE ATTACHED TO FLUKE. VERY ACTIVE ANIMAL, DESCRIBED AS AGITATED, FLUKE SLAPPING AND BREACHING. WHALE SUCCESSFULLY SHED GEAR. 2.5 MILES OFF DANA POINT. ORIGINAL CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","NSI","L10",0,"Y","N"
"335","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,4,11,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","WHALE APPEARS TO BE ANCHORED IN 10 TOTAL BUOYS AND BLUE STEEL LINE; 3 ORANGE BULLET BUOYS, 1 LARGE WHITE BULLET BUOY, 3 RED/ORANGE BULLET BUOYS, 1 DARK RED BULLET BUOY, 1 DOUBLE ORANGE BULLET BUOY AND 1 PURPLE CA DUNGENESS CRAB TAG.  GEAR ORIGINATED FROM MOSS LANDING. SECOND BUOY NUMBER WAS ALSO NOTED FROM A PHOTO. A SEARCH EFFORT FOR THE WHALE WAS INITIATED, BUT THE WHALE WAS NOT RELOCATED. FISHING GEAR WAS APPARENTLY DEPLOYED IN AREA AT THE END OF MARCH. GEAR CONFIGURATION AND AMOUNT UNKNOWN. FINAL OUTCOME UNKNOWN.","SI","L2",1,"Y","Y"
"336","DECLINE","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,4,16,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI","3 BLACK AND WHITE BUOYS AND ROPE AROUND TAILSTOCK. GEAR CONFIRMED AS CA DUNGENESS CRAB FROM TAG/BUOY NUMBER. GEAR HAD BEEN SET IN SAN MATEO COUNTY. ANIMAL SEEN LAST ON JUNE 4TH IN MONTEREY BAY, EMACIATED AND HEAVILY SCARRED, APPARENTLY SHED GEAR FROM TAILSTOCK, BUT UNKNOWN IF GEAR REMAINED ON PECTORAL FLIPPERS. LINE SEEN DEEPLY EMBEDDED IN TAILSTOCK ON 2 OCCASIONS, WITH MANY CYAMIDS DEEP IN WOUNDS. DETERIORATING CONDITION OF ANIMAL WARRANTS SERIOUS INJURY UNDER CATEGORY L10, CONSIDERING CONSTRICTING NATURE OF ENTANGLEMENT, BUT UNKNOWN GEAR CONFIGURATION. HEALTH DECLINE.","SI","L2",1,"Y","Y"
"337","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,4,18,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","REPORTED AS ROPE AND 2 BUOYS (ONE WHITE, ONE ORANGE) ENTANGLING WHALE'S CAUDAL PEDUNCLE. WHALE NOT RELOCATED. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"338","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,4,20,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","WHALE ENTANGLED AROUND BODY (2 WRAPS = MULTIPLE WRAPS), BOTH PECTORCAL FINS, AND MOUTH. TANDEM ORANGE AND PINK BULLET BUOYS, PLUS 1 DARK ORANGE OR RED BULLET BUOY ATTACHED TO BLUE OR GREEN POLYLINE.  FISHERY POSITIVELY-IDENTIFIED AS CA DUNGENESS CRAB POT FROM BUOY TAG. ONE BUOY WAS BEING TRAILED 100 YARDS BEHIND WHALE.  GEAR HAD BEEN SET ON MARCH 29, 2016 IN SAME AREA. WHALE DISENTANGLEMENT TEAM WAS ABLE TO ATTACH TELEMETRY PACKAGE TO WHALE AND RETURN ON 4/21/2016 TO FULLY DISENTANGLE WHALE (=RESCUE).","NSI","L10",0,"Y","N"
"339","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,4,20,"WA/OR/CA SABLEFISH POT FISHERY","HUMBOLDT","CA","SI (PRORATE)","FISHERY OBSERVER REPORTED ENTANGLEMENT WITH SABLEFISH GEAR 20 MILES OFFSHORE, 30 MILES SOUTH OF CRESCENT CITY. NARRATIVE INCLUDES DESCRIPTION OF 2 PINK BUOYS AND 200 FEET OF LINE. WHALE WAS DISENTANGLED BY FISHING VESSEL WITH OBSERVER ONBOARD. UNKNOWN IF FULLY DISENTANGLED, THUS ASSIGNED AS A PRORATED SERIOUS INJURY. NEED ADDITIONAL INFO FROM OBSERVER PROGRAM. GEAR CONFIGURATION AND AMOUNT UNKNOWN. OBSERVER PROGRAM.","SI (PRORATE)","L10",0.75,"Y","N"
"340","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,4,20,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","THRASHING WHALE SEEN AT DISTANCE WITH TWO BUOYS AND 6-8 CAUDAL PEDUNCLE WRAPS, NOT RESIGHTED. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.  MULTIPLE WRAPS. PHOTOS. FINAL OUTCOME UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"341","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,8,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","SWIMMING WHALE WITH TWO BUOYS, ONE ORANGE  AND ONE RED WITH DUNGENESS CRAB TAG, ON LEFT SIDE OF BODY, ORANGE COLORED LINE. POSSIBLE LEFT PECTORAL WRAP, FLOAT AND LINE DRAPED OVER BODY. ANIMAL APPARENTLY SELF-RELEASED FROM GEAR WAS SEEN SWIMMING GEAR FREE BY FAST RAFT TEAM. GEAR ORIGINALLY SET IN MONTEREY BAY AREA IN LATE MARCH. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","NSI","L10",0,"Y","N"
"342","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,10,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","ENTANGLED WHALE SWIMMING SOUTH, LUNGING AT SURFACE. BUOY, HEAVY LINE FROM A CRAB POT SYSTEM WRAPPED AROUND BOTH SIDES OF THE WHALE'S FLUKES. WHALE DISENTANLGEMENT TEAM INTERVENED AND WAS ABLE TO PHOTOGRAPH WHALE AND RETRIEVE ENTANGLING GEAR (=RESCUE). ANIMAL LAST SEEN ALIVE, FREE OF GEAR, IN GOOD BODY CONDITION.","NSI","L3",0,"Y","N"
"343","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,12,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","MONTEREY","CA","SI (PRORATE)","GREEN AND ORANGE LINES OVER BODY AND FLUKES. 2 BUOYS ASSOCIATED WITH GEAR. LAST SEEN ALIVE, LIKELY WITH REMAINING TRAILING GEAR. GEAR WAS POSITIVELY-IDENTIFIED AND MATCHED GEAR THAT WAS INVOLVED IN APRIL 11, 2016 ENTANGLEMENT IN SAME AREA. ABOUT 50 FT OF LINE AND A RED BUOY WAS REMOVED BY THE REPORTING PARTY AND THEN THE WHALE DOVE AND SWAM OFF. LINE WAS STILL VISIBLE AROUND THE TAIL, IN ADDITION TO AN ORANGE BUOY. FINAL GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"344","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,17,"WA/OR/CA SABLEFISH POT FISHERY","LINCOLN","OR","SI","ALERT WHALE WITH GOOD BODY CONDITION WAS ENTANGLED IN VERTICAL LINE, HIGH ON THE TAIL STOCK WITH SABLEFISH POT/TRAP GEAR AND THREE POLY BALLS (ONE ORANGE, ONE BLUE, AND ONE WHITE) AND A HIGH FLYER (20 FT, ALUMINUM POLE WITH FLAG AND PHOTO SENSITIVE LIGHT WITH 3/4"" LINE.  WHALE WAS DESCRIBED AS SOMETIMES BEING VERTICAL IN THE WATER WHEN SURFACING TO BREATHE.  EVIDENCE THAT THE WHALE WAS ANCHORED IN PLACE. PHOTO EVIDENCE SUGGESTS THE GEAR WAS ~ 40 FEET BEHIND THE WHALE = TRAILING GEAR. DISENTANGLEMENT EFFORT BY CREW OF FISHING VESSEL. SOME GEAR REMAINED ON ANIMAL AFTER DISENTANGLEMENT EFFORT (=RESCUE). WHALE DESCRIBED AS SWIMMING OFF QUICKLY AFTER SOME GEAR WAS REMOVED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"345","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2016,5,17,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","WHALE BOBBING NEAR SURFACE, 2 YELLOW BUOYS ASSOCIATED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
