"Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2019,9,6,"VESSEL STRIKE","LINCOLN","OR","SI","WHALE TOWING LINE FROM DAMAGED LEFT FLUKE BLADE THAT HAD DEEP PROPELLER INJURY,  AS EVIDENCED BY REGULAR SPACING AND CHARACTER OF WOUNDS. LINE WAS CAUGHT IN THE SCAR OF THE PROPELLER WOUND. CYAMIDS NOTED IN WOUND. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. OBSERVER WAS AN OSU WHALE RESEARCHER.","SI","L5A",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2019,9,13,"UNIDENTIFIED FISHERY INTERACTION","LINCOLN","OR","SI (PRORATE)","MULTIPLE WRAPS ON FLUKES, TRAILING LINE 40 FEET BEHIND ANIMAL, WHERE IT SANK BELOW SURFACE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,1,12,"UNIDENTIFIED FISHERY INTERACTION","VENTURA","CA","SI (PRORATE)","APPROXIMATELY 75 FEET OF LINE TRAILING FROM TAIL AREA ON WHALE. AT THE END OF THE LINE IS A SINGLE LIGHT GREEN OR YELLOWISH GREEN BUOY. FULL GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,1,20,"GILLNET FISHERY","SAN DIEGO","CA","SI (PRORATE)","ROPE IN FRONT OF BLOWHOLE AND WRAPPED AROUND THE ROSTRUM AND TRAILING DOWNWARD; BLUEISH/PURPLE MONOFILAMENT NETTING DRAPPED OVER THE BLOWHOLE, WRAPPED ON ITSELF INTO A ""CORD"" TRAILING OVER BACK. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,4,24,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","CLALLAM","WA","SI (PRORATE)","FREE-SWIMMING GRAY WHALE WITH CLOSED BRIDLE THROUGH MOUTH. OTHER END OF GEAR TRAILING WITH BUOYS AND DESCENDING TO DEPTH. LINE RUNS THROUGH MOUTH; OUT OF LEFT MOUTH ACROSS THE HEAD TO MEET UP WITH THE LINE COMING FROM THE RIGHT MOUTH IN A MULTIPLE TWISTS. THE LINE FROM THE LEFT MOUTH CONTINUES AFTER THE TWISTS TOWARDS THE SEAFLOOR / TRAP.  THE LINE FROM THE RIGHT MOUTH CONTINUES PAST THE TWISTS TO THE BUOYS NEAR THE PEDUNCLE. POT LINE - 10 FATHOMS OF 3/8THS SINKING LINE FROM BUOY, RUNNING TO 2 FMS OF 7/16TH FLOATING LINE TO POT  HAD BLUE SQUARE WDFW TAG FROM 2019-20 SEASON (300 POT LIMIT FROM COASTAL WA); 10 FATHOMS OF 3/8THS SINKING LINE FROM BUOY. RESCUE TEAM WAS ABLE TO CUT GEAR FREE / FULL RELEASE.","NSI","L3",0,"Y","N"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2020,5,10,"UNIDENTIFIED FISHERY INTERACTION","PACIFIC","WA","DEAD","MODERATELY DECOMPOSED AND IN POOR NUTRITIONAL CONDITION WITH HEALING ENTANGLEMENT INJURY AT TIP OF LOWER JAW. ONE SET OF PHOTOS POSTED ON FACEBOOK ON MAY 10 SHOWED A LOOSE ENTANGLEMENT ON LEFT PECTORAL FLIPPER, BUT THE GEAR WAS GONE BY MORNING OF MAY 11. WHALE ALSO SHOWED EVIDENCE OF PRIOR ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2020,5,31,"VESSEL STRIKE","PACIFIC","WA","DEAD","BLUNT FORCE TRAUMA TO LEFT SIDE ROSTRUM. HEMORRHAGE, EDEMA, HEMATOMA, FORCE STRONG ENOUGH TO CAUSE LATITUDINAL CRACKS IN BALEEN AND BEND THE FRINGE OUTWARD OVER THE LOWER LIP. NO BROKEN BONES SEEN. AT LEAST CONTRIBUTED TO THE MORTALITY. HEALED ENTANGLEMENT WOUNDS ON LEADING EDGE OF FLUKES AND ON TAILSTOCK--NOT RELATED TO MORTALITY. INDENT ACROSS TONGUE (HEALED), APPROX 1/3 POSTERIOR TO THE TIP, APPEARS TO HAVE BEEN WRAPPED/CONSTRICTED AT SOME POINT--NOT RELATED TO MORTALITY. VESSEL SIZE AND SPEED UNKNOWN.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2020,7,5,"VESSEL STRIKE","GRAYS HARBOR","WA","DEAD","BLUNT FORCE TRAUMA TO TOP OF HEAD, PREMORTEM. HEMORRHAGE AND EDEMA AT TOP OF HEAD. BONE NEAR EAR CANAL CHIPPED, EVIDENCE OF DRAINING HEMORRHAGE IN AREA. TINY BONE FRAGMENTS COULD BE FELT IN EDEMATOUS BONE TISSUE. VESSEL SIZE AND SPEED UNKNOWN.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2020,8,6,"GILLNET FISHERY, TRIBAL","CLALLAM","WA","DEAD","TRIBAL SALMON GILLNET; NET AND ROPE THIS WHALE WAS REPORTED BY FISHERMAN (TRIBAL SALMON GILLNET FISHERY) THAT HAD CAUGHT THE WHALE IN HIS NET. IT WAS DEAD ON ARRIVAL AT 9:40 AM AFTER HAVING DROWNED IN THE NET. IT IS NOT KNOWN WHEN THE WHALE WAS ENTANGLED, OR WHEN IT DIED, BUT IT WAS CLEAR THAT THE WHALE HAD VERY LITTLE DECOMPOSITION SUGGESTING THAT IT HAD NOT BEEN DEAD IN THE NET FOR TOO LONG. CARCASS WAS BROUGHT ASHORE FOR A FULL EXAMINATION DUE TO THE ONGOING GRAY WHALE UME INVESTIGATION AND THE FRESH CONDITION OF THE ANIMAL. PRETTY CLEAR WHERE THE LARGE ROPES OF NET HAD INTERACTED WITH THE WHALE - BUT IF ROPE HAD NOT BEEN SEEN AT THAT LOCATION IT WOULD HAVE BEEN HARD TO PICK OUT AS COMPARED TO NORMAL SUITE OF SCARS AND SCRATCHES ON A GRAY WHALES. WE DID NOT SEE ANY OF THE CHARACTERISTIC HASH MARKING CAUSED BY A NET. ALSO INCLUDED IN NORTHWEST INDIAN FISHERIES COMMISSION ANNUAL REPORT.","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2020,8,7,"GILLNET FISHERY","MENDOCINO","CA","SI (PRORATE)","BLUE STEEL LINE WITH 2 BUOYS (1/2 WHITE/ 1/2 ORANGE)  WRAPPED AROUND HEAD AND FLIPPER. WE BELIEVE IT COULD BE WRAPPED AROUND THE LEFT PECTORAL AND THERE IS SOME SMALL REMNANTS OF GILLNET. UNAUTHORIZED RP SAID THEY GRABBED THE LINE VERY CLOSE TO THE WHALE AND WHEN THE WHALE FELT THEM ON THE LINE IT SPOOKED AND DOVE AND THEY DIDN'T SEE IT AGAIN. FINAL OUTCOME AND GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,8,19,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","ORANGE BUOY WITH MARINE GROWTH ATTACHED TO LEFT SIDE OF WHALE, ATTACHMENT POINT ASSUMED TO BE PECTORAL FLIPPER BASED ON PHOTO. REPORTING PARTY STATES THERE WAS A SMALL AMOUNT OF BLUE GILLNET ATTACHED TO THE BUOY, BUT IT IS NOT VISIBLE IN PHOTOS. GEAR AMOUNT AND CONFIGURATION UNKNOWN. WHALE APPEARS HEALTHY AND IS FREE-SWIMMING. ASSUMED TO BE SAME UNIDENTIFIED WHALE INITIALLY SEEN OFF GUALALA IN MENDOCINO ON 8/7 AND IDENTIFIED AS A GRAY WHALE IN SAME AREA ON 8/13 WITH SIMILAR GEAR AND PLACEMENT.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2020,11,18,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI (PRORATE)","CONFIRMED ENTANGLED FROM UNMANNED AERIAL VEHICLE PHOTOS: BUNDLE OF LINE AT BASE OF PEDUNCLE AND MID FLUKE. CONSTRICTING LINE AT FLUKE INSERTION. LONG SINGLE LINE TRAILING THE WHALE THAT MAY EXCEED LENGTH OF WHALE. FULL GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L2",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,3,8,"UNIDENTIFIED FISHERY INTERACTION","GRAYS HARBOR","WA","DEAD","STRANDED DEAD WITH PREVIOUS ENTANGLEMENT SCARS. POOR PHYSICAL CONDITION, WITH VISIBLE SCAPULAE, VERTEBRAE, AND OBVIOUS LOSS OF NUCHAL FAT (PEANUT HEAD). SOME AREAS OF PROBABLE DERMATITIS, MILD-MODERATE CYAMIDS (MOSTLY AROUND BARNACLES, GENITAL/ANAL SLIT, BLOWHOLE, AND INJURIES). SOME OF THE OUTERMOST LAYER OF DERMIS ABRAIDED ON THE RIGHT SIDE OF THE HEAD. PARTIALLY HEALED ENTANGLEMENT SCARS ON TAILSTOCK/FLUKES. PARTIALLY HEALED LACERATION ON RIGHT PEDUNCLE AT FLUKE INSERTION, IMPRESSION DOWN VENTRAL SURFACE OF FLUKE BETWEEN THAT LACERATION TO A CUT INTO THE TRAILING EDGE OF THE RIGHT FLUKE. IMPRESSION ON LEFT SIDE OF PEDUNCLE AND ACROSS VENTRAL PEDUNCLE, AT THE INSERTION OF THE FLUKE. CONSISTENT WITH WRAPPING.  PARTIALLY HEALED CUTS / NOTCHES INTO TRAILING EDGE OF BOTH FLUKES. PHOTOS SHOW GAPING WOUND ON LEADING EDGE OF LEFT FLUKE / PEDUNCLE, FILLED WITH CYAMIDS. INJURIES ARE CONSISTENT WITH A CONSTRICTING ENTANGLEMENT. ENTANGLEMENT LIKELY CONTRIBUTED TO POOR CONDITION OF ANIMAL AND ULTIMATELY, STRANDING.","DEAD","NA",1,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,3,25,"MARINE DEBRIS","KITSAP","WA","DEAD","ENTRAPMENT UNDER PIER, SUBSEQUENT DROWNING. INTERNAL EVIDENCE THAT ENTRAPMENT WAS PREMORTEM AND THE ANIMAL LIKELY DRY DROWNED. DEEP (6CM) HEALED LACERATION ON L LOWER JAW WITH POSSIBLE BENDING OF BALEEN AND FAINT HEALED ABRASION L UPPER JAW, CONSISTENT WITH PREVIOUS ROPE ENTANGLEMENT. HEALED ENTANGLEMENT SCARRING AT THE INSERTION OF THE FLUKE ON L SIDE.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,2,"VESSEL STRIKE","SAN MATEO","CA","DEAD","SUSPECTED SHIP STRIKE.  BRUISING IN THE MUSCLE NEAR THE BACK OF THE SKULL. COPIOUS AMOUNTS OF BLOODY LIQUID AND FRIABLE TISSUES FOUND IN RIGHT TEMPORALIS AREA PARTIALLY. RIBS ON RIGHT SIDE WERE INTACT AND FREE OF BRUISING AND FRACTURES.   A DEEP GASH WAS NOTED IN THE RIGHT MAXILLA, NEAR THE END OF THE ROSTRUM.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,8,"VESSEL STRIKE","MARIN","CA","DEAD","THE CARCASS WAS IN FRESH STATE OF DECOMPOSITION ALLOWING US TO FULLY OBSERVE AND APPRECIATE THE EXTENSIVE HEMORRHAGE ON THE SKULL AND NECK REGION. THE MARKED AREAS OF HEMORRHAGE ON LUNGS IS SUGGESTIVE OF BLUNT FORCE TRAUMA BUT WILL BE EVALUATED FURTHER ON HISTOLOGY.","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,9,"UNIDENTIFIED FISHERY INTERACTION","HUMBOLDT","CA","SI (PRORATE)","ENTANGLED GRAY WHALE. THE ENTANGLING MATERIAL WAS REPORTED AS ROPE AND BUOYS ATTACHED TO THE HEAD AND MOUTH. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,14,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","WHALE TRAILING LINE AND A SINGLE BUOY. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,19,"UNIDENTIFIED FISHERY INTERACTION","ORANGE","CA","SI (PRORATE)","DEPENDENT CALF ENTANGLED IN LINE WRAPPED AROUND MOUTH, TOP JAW, AND PECTORAL FIN, TRAILING OVER AND BEHIND WHALE WITH A SINGLE BUOY. REPORT STATES PARTIAL DISENTANGLEMENT RESPONSE, BUT REMAINING GEAR AND CONFIGURATION CONFIGURATION.  UAV VIDEO FOOTAGE CONFIRMS ONLY CALF WAS INVOLVED IN ENTANGLEMENT.","SI (PRORATE)","L10",0.75,"Y","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,4,27,"VESSEL STRIKE","PACIFIC","WA","DEAD","A SHATTERED LEFT ROSTRUM; A SUBSTANTIAL AMOUNT OF POOLED BLOODY FLUID ALONG WITH HEMORRHAGE OF THE LEFT MANDIBULAR AREA; HEMORRHAGE AND EDEMA OF THE LEFT FLIPPER; HEMORRHAGE OF VARIOUS AREAS OF THE BODY, ESPECIALLY THE DORSAL CRANIAL BACK; AND LINEAR-PATTERNED CUTS OR GOUGES ALONG THE FIRST DORSAL ""KNUCKLE"" WITH NO UNDERLYING ASSOCIATED TISSUE CHANGES. INJURIES CONSISTENT WITH VESSEL STRIKE.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,5,12,"VESSEL STRIKE","MARIN","CA","DEAD","NECROPSY SHOWED EXTENSIVE HEMORRHAGING AND FRACTURES. GENERALIZED HEMORRHAGE IN THE LEFT INTERCOSTAL, CRANIAL T1-T2 INTERCOSTAL, SHOULDER, EPAXIAL, AND C1-T2. CERVICAL AND THORACIC VERTEBRAE AS WELL AS LEFT RIBS EXAMINED. T5-T11 VERTEBRAE WERE FRACTURED ON THE DORSAL PROCESSES. FINDINGS CONSISTENT WITH BLUNT FORCE TRAUMA.","DEAD","NA",1,"N","Y"
"DEAD","GRAY WHALE","EASTERN NORTH PACIFIC",2021,5,28,"VESSEL STRIKE","MARIN","CA","DEAD","BLUNT FORCE TRAUMA TO THE SPINE FROM THE BACK OF THE HEAD THROUGH TO THE LOWER END OF THE THORACIC SPINE. MULTIPLE PIECES OF BONE RETRIEVED FROM DAMAGED TISSUE. SPINAL COLUMN EXAMINED DUE TO BRUISING NOTED ON DORSUM  MULTIPLE BONE FRAGMENTS RETRIEVED FROM SPINAL COLUMN IN THE LOWER THORACIC VERTS HEMORRHAGE AND TISSUE DEGRADATION. INITIALLY STRANDED FRESH DEAD BELOW POINT BONITA ON MAY 28, 2021 AND WAS INACCESSIBLE UNTIL THE WHALE DRIFTED NORTH TO RODEO BEACH, WHERE IT UNDERWENT A PARTIAL NECROPSY TO EXAMINE THE SPINAL COLUMN. AREA OF TRAUMA SPANS 2/3 OF THE WHALES SPINAL COLUMN AND BROKEN BONES WERE RETRIEVED. SOME PROP MARKS NOTED ON LEFT RIB AREA BUT ARE THOUGHT TO BE POST-MORTEM.","DEAD","NA",1,"N","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC - PCFG",2021,6,8,"UNIDENTIFIED FISHERY INTERACTION","CLALLAM","WA","SI (PRORATE)","GRAY WHALE WITH ROPE COMING OUT OF MOUTH AND BUNDLE OF LINE ON RIGHT SIDE OF HEAD AS IT EXITS MOUTH. LINE TRAILING 50-60 FT TO BUOYS. APPARENT SQUARE TAG ON BUOY NEAR PECTORAL FIN ATTACHMENT POINT. GOOD BODY CONDITION. FULL AMOUNT OF GEAR AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,7,20,"SALMON GILLNET FISHERY (ALASKA)","KENAI PENINSULA","AK","SI (PRORATE)","ENTANGLED IN COMMERICAL SALMON GILLNET. RIGHT PECTORAL WRAPPED IN GILLNET. MULTIPLE WRAPS OF PEDUNCLE. ENTANGLEMENT INVOLVED CORKLINE AND LEADLINE. PARTIAL DISENTANGLEMENT BY FISHERMEN. WHALE REPORTEDLY SWAM AWAY WITH LITTLE NETTING REMAINING ON PEDUNCLE. REPORTED AS 'VERY LITTLE TRAILING GEAR'.  FINAL GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"UNKNOWN","GRAY WHALE","EASTERN NORTH PACIFIC",2021,11,4,"VESSEL STRIKE","KITSAP","WA","SI (PRORATE)","KITSAP FAST FERRY REPORT. WHALE DETECTED AND AVOIDANCE MANOUVER INITIATED. OBSERVERS FELT A SOFT THUD, NO ADDITIONAL VIBRATION OR MOVEMENTS OCCURRED. WHALE STRUCK MIDBODY AND NEAR/BEHIND DORSAL HUMP. THE VESSEL DID NOT RECEIVE WRAS REPORTS, RADIO ADVISORY, OR EARLIER SIGHTINGS. AFTER THE STRIKE, THE WHALE ROLLED ON ITS SIDE, SLAPPED PECTORAL FIN, THEN DOVE, SLAPPED TAIL, AND THEN WAS SEEN SWIMMING NORTH. NOT OBSERVED AGAIN. THE CREW DID NOT SEE ANY VISIBLE EVIDENCE OF INJURY. VESSEL SIZE ASSUMED > 65 FT, VESSEL SPEED UNKNOWN.","SI (PRORATE)","L7A",0.56,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,6,9,"MARINE DEBRIS","CLATSOP","OR","DEAD","HARD PLASTIC RING AROUND NECK.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,6,10,"UNIDENTIFIED FISHERY INTERACTION","SAN MATEO","CA","SI","ANIMAL HAD ORANGE NETTING ENTANGLED AROUND MOST OF BODY, BUT NOT CUTTING INTO TISSUE. TREATED AND RELEASED FROM REHAB FACILITY.","NSI","P7B",0,"Y","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,6,10,"MARINE DEBRIS","SONOMA","CA","DEAD","ENTANGLED ANIMAL FOUND, DETAILS ON NATURE OF ENTANGLEMENT LACKING.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,6,12,"MARINE DEBRIS","SAN MATEO","CA","DEAD","ANIMAL ENTANGLED IN BALLOON RIBBON MATERIAL.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,6,19,"MARINE DEBRIS","MONTEREY","CA","SI","EMACIATED ANIMAL FOUND WITH ENTANGLEMENT SCAR, DIED AT REHAB FACILITY.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,6,28,"MARINE DEBRIS","SAN LUIS OBISPO","CA","DEAD","CARCASS FOUND WITH THICK DARK GREEN NETTING ENTANGLED AROUND HEAD, CAUSING TWO DEEP LACERATIONS.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,11,1,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","SI","ANIMAL HOOKED IN HEAD AND ACTIVELY STRUGGLING. CREW PULLED ANIMAL TO WITHIN 10 FEET OF VESSEL, WHERE THE LINE WAS CUT. THE HOOK AND AT LEAST 5-10 FEET OF LEADER LEFT ON THE ANIMAL. OBSERVER PROGRAM.","SI","P6",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,11,17,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","NSI","ANIMAL HOOKED IN MOUTH. GEAR PULLED FREE OF ANIMAL AS IT WAS BEING PULLED TOWARD THE VESSEL. NO TISSUE LOCATED ON RETRIEVED HOOK. OBSERVER PROGRAM.","NSI","P5C",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2017,12,3,"HAWAII LONGLINE SHALLOW SET FISHERY","OFFSHORE","CA","SI","ANIMAL HOOKED IN RIGHT FRONT FLIPPER. STRUGGLED AS IT WAS BEING PULLED TOWARDS VESSEL. LINE WAS CUT, HOOK AND 20 FEET OF MONOFILAMENT REMAINED ON ANIMAL. OBSERVER PROGRAM.","SI","P6",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2018,5,23,"HOOK AND LINE FISHERY","ORANGE","CA","SI","UNDERWEIGHT ANIMAL ENTANGLED IN FISHING LINE. ANIMAL WAS RESCUED BY PMMC ON 5/23/18 IN NEWPORT BEACH AND TRANSFERRED TO SEA WORLD ON THE SAME DAY. REHABILITATED IN COORDINATION WITH NOAA FISHERIES. ANIMAL RELEASED WITH SPOT 6311A SATELLITE TRANSMITTER.","NSI","P6",0,"N","N"
NA,"GUADALUPE FUR SEAL","MEXICO",2018,6,15,"GILLNET FISHERY","MARIN","CA","SI","LARGE GREEN NET ENTANGLEMENT AROUND HEAD AND NECK RESULTING IN LACERATION BY EARS. ANIMAL WAS EMACIATED. NO DETAILS GIVEN ON RESCUE / REHAB EFFORTS.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2018,6,16,"GILLNET FISHERY","SAN MATEO","CA","SI","EMACIATED ANIMAL FOUND WITH LARGE AMOUNT OF GREEN NYLON NETTING AROUND NECK. NO DETAILS GIVEN ON RESCUE / REHAB EFFORTS.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2018,7,23,"GILLNET FISHERY","MENDOCINO","CA","SI","GILLNET FISHERY DISENTANGLEMENT BY THE PUBLIC. THIS ANIMAL WAS DISENTANGLED BY THE PUBLIC AND IT FLED THE BEACH SHORTLY AFTER. THE INCIDENT WAS FILMED AND UPLOADED TO THE FB PAGE OF THE WESTPORT CAMPGOUND AND RV. VIDEO LINK NOT AVAILABLE AT TIME OF SERIOUS INJURY ASSESSMENT. NO DETAILS ON SEVERITY OF ENTANGLEMENT, CONDITION OF ANIMAL, OR IF GEAR REMAINED ON ANIMAL.","SI","P6",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2018,8,31,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","DEAD","LINE ENTANGLEMENT AROUND NECK. CARCASS TRANSFERRED TO CALIFORNIA ACADEMY OF SCIENCES.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,1,7,"TRAWL FISHERY UNIDENTIFIED","GRAYS HARBOR","WA","SI","SEAL LIVE ON BEACH AND ENTANGLED IN GREEN POLYFILAMENT TRAWL NET. 3 FEET HEAVILY WRAPPED AROUND WHOLE BODY. HEALTHY ANIMAL DESCRIBED AS HAVING 'AN ATTITUDE AND BIG TEETH'  WAS DISENTANGLED AND RELEASED ON BEACH. ANIMAL RESTRANDED ON JAN. 19 AND HAD LACERATIONS DOWN TO MUSCLE LAYER RESULTING FROM NEW NET ENTANGLEMENT AND NET MARKS ON FUR. TAKEN TO REHAB FACILITY. OUTCOME UNKNOWN. CATEGORIZED AS SERIOUS INJURY DUE TO DEEP LACERATIONS AND MULTIPLE STRANDINGS.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,1,26,"TRAWL FISHERY UNIDENTIFIED","SANTA CRUZ","CA","SI","MALNOURISHED ANIMAL WITH GREEN ROPE TYPE NETTING ENCIRCLING THE HEAD CAUSING WOUNDS ON TOP OF HEAD.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,5,8,"MARINE DEBRIS","SAN LUIS OBISPO","CA","SI","EMACIATED, PLASTIC RING AROUND LOWER NECK/SHOULDERS REGION - SEE HUMAN INTERACTION FORM FOR DETAILS.","SI","P8A",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,5,18,"UNIDENTIFIED HUMAN INTERACTION","SAN MATEO","CA","DEAD","ENTIRE SKELETON ARCHIVED LATE NOTE** 11/19/2019 SKULL, LEFT MANDIBLE AND CANINE FRACTURES WITH PROJECTILE FOUND IN MESH BAG WITH SKULL.","DEAD","NA",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,5,22,"UNIDENTIFIED FISHERY INTERACTION","DOUGLAS","OR","SI","LIVE FUR SEAL YEARLING ENTANGLED, FISHING NET AROUND NECK. NORTH OF TENMILE CREEK. OBSERVER (A SNOWY PLOVER MONITOR)  CAME BACK TO SITE THE FOLLOWING MORNING AND DID NOT OBSERVE THE ANIMAL AGAIN.","SI","P6",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,1,"UNIDENTIFIED HUMAN INTERACTION","SANTA CRUZ","CA","SI","MALNOURISHED ANIMAL WITH  CIRCUMFERENTIAL LACERATION AROUND NECK ~1CM IN WIDTH CLEAN MARGINS. NO FISHING LINE/ENTANGLEMENT FOUND.","SI","P7B",1,"N","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,4,"UNIDENTIFIED NET FISHERY","MONTEREY","CA","SI","EMACIATED ANIMAL WITH RED NETTING AROUND NECK CUTTING INTO ANIMAL.","SI","P8A",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,7,"UNIDENTIFIED FISHERY INTERACTION","GRAYS HARBOR","WA","DEAD","FOUND DURING BEACH SURVEY DEAD ON BEACH. BASED ON THE FINDING ON GROSS NECROPSY -HEMORRHAGE AROUND BOTH ANKLES OF HIND FLIPPERS AND ALSO DORSAL ASPECT OF RADIUS AND ULNA AND ACUTE RHABDOMYOLYSIS SUSPECT FISHERY ENTANGLEMENT.","DEAD","NA",1,"Y","Y"
NA,"GUADALUPE FUR SEAL","MEXICO",2019,6,7,"UNIDENTIFIED FISHERY INTERACTION","GRAYS HARBOR","WA","DEAD","FOUND DEAD BY WDFW VOLUNTEER; PARTIAL SCAVENGED MISSING FLIPPER. LINEAR IMPRESSION ON EYE; FORE FLIPPER MISSING. ALTHOUGH THE ANIMAL WAS PARTIALLY SCAVENGED THE OBSERVATION OF THE LINEAR IMPRESSION ON THE EYE NOTED HEMORRHAGE AT NECK ON GROSS AND ACUTE RHABDOMYOLYSIS ON HISTO SEEM TO SUPPORT A ACUTE EVENT PRIOR TO DEATH AND PROBABLY ENTANGLEMENT. MISSING FLIPPER COULD POSSIBLY DUE TO SCAVENGING OR PRIOR DIFFICULT TO DETERMINE.","DEAD","NA",1,"Y","Y"
